ID,CHK_ACCT,DURATION,HISTORY,NEW_CAR,USED_CAR,FURNITURE,RADIO_TV,EDUCATION,RETRAINING,AMOUNT,SAV_ACCT,EMPLOYMENT,INSTALL_RATE,MALE_DIV,MALE_SINGLE,MALE_MAR_or_WID,CO_APPLICANT,GUARANTOR,PRESENT_RESIDENT,REAL_ESTATE,PROP_UNKN_NONE,AGE,OTHER_INSTALL,RENT,OWN_RES,NUM_CREDITS,JOB,NUM_DEPENDENTS,TELEPHONE,FOREIGN,RESPONSE
732,3,42,4,0,0,0,0,0,0,4647,1,3,1,0,1,0,0,0,3,0,0,24,0,0,1,1,2,1,1,0,1
733,3,25,4,0,0,0,1,0,0,1169,0,2,4,0,0,0,0,0,4,0,0,29,1,0,1,2,2,1,0,0,1
734,3,38,3,1,1,0,1,0,1,1178,0,2,1,0,1,0,0,0,2,1,0,28,0,0,1,1,3,1,0,0,1
735,3,7,4,0,0,0,1,0,0,1235,0,3,3,0,1,0,0,0,4,0,0,55,1,0,1,1,2,1,0,0,1
736,1,39,4,0,0,0,0,0,0,7426,1,4,0,0,0,0,0,1,2,0,0,26,0,0,1,1,2,1,0,0,1
737,1,48,3,1,1,0,0,0,1,7278,0,3,3,0,1,0,0,0,2,0,1,38,0,0,0,1,1,2,0,0,0
738,3,10,2,0,0,0,0,0,0,2338,0,2,3,0,0,0,0,0,2,0,0,30,0,0,1,1,2,2,1,0,1
739,0,6,2,0,0,0,0,0,0,1044,0,1,3,0,1,0,0,0,2,1,0,32,0,0,1,1,2,1,0,0,1
740,2,11,2,0,0,0,0,0,0,1946,1,0,3,0,1,1,0,0,1,0,0,28,0,1,1,1,1,1,1,0,0
741,1,17,2,0,0,0,0,0,1,4508,0,0,3,0,1,0,0,0,4,0,0,37,0,0,0,1,2,2,0,0,0
742,0,13,2,0,0,1,1,0,0,1524,0,4,3,0,0,0,0,1,2,0,0,24,0,1,0,1,2,2,0,0,1
743,1,10,1,0,0,0,1,0,0,957,2,3,3,0,1,0,0,0,2,0,0,33,0,0,1,1,2,1,1,0,1
744,0,14,2,1,0,0,0,0,0,535,0,1,2,0,1,0,0,1,3,0,0,26,0,0,1,1,2,1,0,0,1
745,1,40,2,0,0,1,0,0,0,1513,0,2,1,0,0,0,0,0,4,0,0,18,0,0,0,1,1,1,0,1,1
746,3,39,4,0,0,0,0,0,0,1234,0,4,4,0,1,0,0,0,3,0,0,37,0,1,1,1,1,1,0,0,0
747,3,39,0,1,1,1,0,0,0,1545,4,2,2,0,1,0,0,0,4,0,0,31,0,0,1,1,3,1,0,0,1
748,1,15,2,0,0,0,0,0,0,11105,0,4,2,0,1,0,0,0,3,0,1,35,1,0,1,1,2,2,1,0,1
749,0,53,3,1,0,0,0,0,0,8781,0,0,1,0,1,0,0,0,3,0,0,24,0,0,1,2,2,1,1,0,1
750,1,35,3,1,0,0,1,0,0,9084,0,2,2,0,0,0,0,0,4,0,0,25,0,0,1,1,3,1,1,0,1
751,1,10,2,1,0,0,0,0,0,909,0,2,2,0,1,1,0,0,2,0,0,37,0,0,1,1,1,1,0,0,1
752,3,34,4,0,0,1,0,0,0,1993,1,4,3,0,0,1,0,0,2,0,0,34,0,0,1,2,2,1,1,0,0
753,3,22,4,1,0,0,0,1,0,6965,4,4,3,0,1,0,0,0,2,1,0,33,0,0,1,1,1,2,1,0,1
754,0,25,2,0,0,0,0,0,0,3487,0,2,3,0,1,0,0,0,2,0,0,24,0,0,1,1,1,1,0,0,0
755,3,38,3,0,0,0,0,0,0,7518,0,4,3,0,1,0,0,0,4,0,1,33,0,0,0,1,2,2,0,0,0
756,3,21,2,1,0,0,0,0,0,1020,2,0,1,0,1,0,0,0,3,0,1,35,0,1,0,1,2,1,0,0,0
757,0,49,4,0,0,0,0,0,0,885,0,3,3,0,0,0,0,0,3,0,0,41,0,0,1,1,2,1,0,0,1
758,0,14,0,0,0,0,0,0,0,2237,0,1,3,0,1,0,0,0,2,0,0,25,1,0,1,1,1,2,0,0,0
759,1,46,2,0,0,0,0,0,0,1324,0,3,3,0,0,1,0,0,2,0,0,24,0,0,1,1,2,1,0,0,1
760,0,10,2,0,0,0,0,0,0,1562,4,3,3,0,1,0,0,0,2,0,1,46,0,0,0,1,1,2,0,0,1
761,1,25,2,0,0,1,0,0,0,1121,0,3,3,0,0,0,0,0,4,1,0,28,1,0,1,1,2,1,0,0,0
762,3,33,4,0,0,0,0,0,0,4536,1,4,4,0,1,0,0,0,2,1,0,38,0,0,1,1,2,2,1,0,1
763,3,5,2,0,0,0,0,0,0,982,3,2,3,0,1,0,0,0,1,1,0,67,0,0,1,2,2,2,0,0,1
764,1,33,4,0,0,0,0,1,0,3683,4,3,3,0,1,0,0,0,4,0,0,27,0,0,1,1,2,1,1,0,1
765,1,12,2,0,0,1,0,0,0,3152,0,2,0,0,0,0,0,1,4,0,0,32,0,1,0,1,1,1,0,0,1
766,0,50,2,0,0,0,0,0,0,3401,0,2,1,0,1,0,0,0,2,0,0,45,0,0,0,1,1,2,1,0,1
767,3,17,3,0,1,0,1,0,1,2828,0,1,1,0,0,0,0,0,4,0,0,36,0,1,0,1,1,1,1,0,1
768,3,7,2,0,0,0,0,0,0,1524,3,2,3,0,1,0,0,1,3,1,0,23,0,0,1,1,2,1,1,0,1
769,2,14,0,1,0,0,0,0,0,1301,0,1,2,0,0,0,0,0,2,0,0,40,0,1,0,1,2,1,0,0,0
770,0,11,2,0,0,1,0,0,0,8262,0,4,1,0,1,0,0,0,4,0,1,67,0,0,1,1,3,1,0,0,1
771,3,35,2,0,0,0,0,0,0,1295,2,3,3,0,1,0,0,0,4,0,0,43,0,0,1,1,3,1,1,0,1
772,0,14,0,0,1,0,0,0,0,13245,0,0,2,0,1,0,0,0,3,0,1,27,0,1,0,1,3,1,1,0,0
773,0,18,2,0,0,0,0,0,0,901,1,1,3,0,0,0,0,0,4,1,0,27,1,1,0,1,2,1,0,0,0
774,1,16,4,0,0,0,0,0,0,3070,4,3,1,1,0,0,0,0,4,1,0,27,1,0,1,1,2,1,1,0,1
775,0,38,3,0,0,0,0,0,0,5418,4,4,3,0,1,0,0,0,4,0,1,40,0,0,1,3,3,2,1,0,1
776,3,28,3,0,0,0,1,0,0,3072,4,2,4,0,1,0,0,0,2,1,0,23,0,0,1,1,2,1,0,0,1
777,0,37,2,0,1,0,0,0,0,18449,0,2,2,0,1,0,0,0,3,0,1,35,1,1,0,1,3,1,1,0,1
778,3,24,2,0,0,0,0,0,0,9999999,0,2,3,0,0,1,0,0,1,0,0,26,0,0,1,1,2,1,0,0,1
779,3,18,4,0,0,0,1,0,0,2804,2,2,3,0,0,0,0,0,2,0,0,32,0,0,1,1,2,1,1,0,1
780,1,12,4,0,0,0,0,0,0,2096,1,1,3,0,1,0,0,0,2,0,0,33,0,0,1,1,2,1,0,0,1
781,1,40,2,1,0,0,0,0,0,2011,0,1,3,0,0,0,0,1,3,1,0,21,0,0,1,1,2,1,0,0,1
782,2,12,2,1,0,0,0,0,0,2401,0,3,1,0,1,0,0,0,4,0,0,26,0,1,0,1,2,1,0,0,1
783,0,53,2,0,0,1,0,0,0,6470,2,0,3,0,1,0,0,0,4,1,0,999,1,0,0,1,2,1,0,0,0
784,0,4,4,0,0,0,0,0,0,1639,4,4,2,0,1,0,0,0,4,0,0,37,0,0,0,3,1,1,0,0,1
785,3,43,2,1,0,0,0,0,0,2846,4,3,2,0,0,0,0,0,4,0,1,25,1,0,0,2,2,1,1,0,1
786,3,14,2,1,0,0,1,0,0,1890,0,1,4,0,0,0,0,0,3,0,0,23,0,1,0,1,2,1,1,0,0
787,0,24,4,1,0,1,0,0,0,1991,1,2,3,0,1,1,0,0,4,0,0,36,1,0,1,1,2,1,0,0,1
788,2,10,2,0,0,0,1,0,0,378,0,4,2,0,0,1,0,0,2,1,0,18,0,1,0,1,2,1,0,0,1
789,3,18,2,0,0,0,1,0,0,3526,2,3,2,0,0,0,0,0,1,1,0,35,0,0,1,1,2,1,1,0,1
790,3,6,4,0,0,0,0,0,0,2267,3,4,3,0,0,1,0,0,2,1,0,23,0,0,1,1,1,1,0,0,1
791,1,25,0,0,1,0,0,0,0,4105,0,2,3,0,1,0,0,0,4,0,1,51,0,1,0,1,2,2,1,0,1
792,1,22,2,0,0,0,0,0,0,1848,0,4,2,0,1,0,0,0,3,0,0,27,1,0,1,1,1,1,0,0,0
793,0,16,2,0,0,0,1,0,0,2211,4,1,2,0,0,0,0,0,4,0,0,16,0,1,0,1,2,1,0,0,1
794,3,18,2,0,0,0,1,0,0,3365,0,2,2,0,1,0,0,0,1,0,0,21,0,0,1,1,2,1,0,0,1
795,0,24,0,1,0,0,0,0,0,2389,1,2,3,0,0,0,0,0,2,0,0,23,0,1,1,1,2,1,0,0,1
796,3,17,1,1,0,1,1,0,0,1564,0,4,2,1,0,1,0,0,1,0,0,21,1,1,1,1,2,1,1,0,1
797,1,24,1,1,0,0,0,0,0,14966,0,1,4,0,1,0,0,0,4,0,1,41,0,1,0,1,3,1,1,0,0
798,0,8,4,0,0,0,0,0,0,1679,4,2,3,0,1,0,0,0,4,0,1,27,0,1,0,1,2,1,0,0,1
799,3,8,4,0,0,0,0,0,0,970,4,4,1,0,1,0,0,0,4,0,0,44,0,0,1,1,2,1,0,0,1
800,3,22,2,0,0,0,1,0,0,4530,1,0,1,0,0,0,0,0,2,0,0,33,0,0,1,1,2,1,1,0,0
801,2,24,2,0,0,0,0,0,0,860,0,2,3,0,0,0,0,0,3,1,0,23,0,0,1,1,2,1,0,0,1
802,3,25,2,0,0,0,0,0,0,1006,4,3,3,0,1,0,0,0,4,1,0,36,0,0,1,1,2,1,1,0,0
803,0,17,1,1,0,1,1,0,0,1092,0,3,4,0,0,1,0,0,1,1,0,24,0,0,1,1,2,1,0,0,1
804,2,37,2,1,0,1,0,0,0,838,0,2,3,0,0,1,0,0,4,0,0,61,0,0,1,2,2,1,0,0,0
805,2,33,2,0,0,0,0,0,1,5894,0,0,3,0,0,0,0,0,1,0,0,34,0,0,1,1,3,1,1,0,1
806,0,26,2,1,0,0,1,1,0,852,0,2,3,0,0,0,0,0,4,0,1,24,0,1,0,1,1,1,0,0,1
807,1,11,2,0,0,0,0,0,0,1277,3,2,1,0,0,0,0,0,2,1,0,47,0,0,1,1,2,1,0,1,1
808,3,5,2,0,0,0,1,0,0,1857,3,2,3,0,0,0,0,0,1,0,0,27,0,0,1,1,1,1,0,0,1
809,1,23,3,0,0,0,0,0,0,2573,0,3,4,0,1,0,0,0,3,0,0,34,0,0,1,2,2,2,0,0,1
810,1,23,2,0,0,0,1,0,0,-39,0,2,3,0,0,0,0,0,2,0,0,21,0,0,0,1,1,1,1,0,1
811,1,24,2,0,0,0,0,0,1,16176,4,3,1,0,1,0,0,0,2,0,0,25,0,0,1,1,1,1,1,0,0
812,1,16,4,0,0,0,0,0,1,1593,0,1,3,0,1,0,0,0,2,0,0,61,1,0,1,1,2,1,0,1,0
813,1,18,2,0,1,0,0,1,0,3202,0,2,2,0,0,0,0,1,1,0,0,25,0,0,1,1,2,1,0,0,1
814,1,25,4,0,1,1,1,0,0,2974,2,4,2,0,1,0,0,0,3,0,0,27,0,1,0,1,2,1,0,0,0
815,3,37,4,0,0,0,0,0,0,724,4,2,2,0,0,0,0,0,1,1,0,23,0,0,1,1,2,1,0,0,1
816,3,6,4,1,0,1,0,0,0,1419,0,2,2,0,0,0,0,0,1,0,1,26,0,1,0,1,1,2,1,0,1
817,3,8,2,0,0,0,1,0,0,5365,3,3,3,0,1,0,0,0,1,0,0,33,0,0,1,1,2,1,1,0,1
818,3,20,2,0,0,0,0,0,0,1135,0,3,1,0,0,0,0,0,2,0,0,30,1,0,1,1,2,1,0,0,1
819,3,10,4,0,0,0,0,0,0,1598,0,4,3,0,1,0,0,0,2,0,0,28,0,0,1,1,2,1,0,0,1
820,0,42,2,0,0,0,1,0,1,16050,2,1,3,0,1,0,0,0,2,0,0,28,0,0,1,1,3,1,1,0,0
821,3,14,2,1,0,0,0,0,0,682,0,2,3,0,1,0,0,1,1,1,0,24,1,0,1,1,2,1,0,0,0
822,2,24,2,0,0,1,0,0,0,821,3,2,1,0,0,0,0,0,4,1,0,26,0,1,0,1,0,1,0,0,1
823,0,9,4,0,0,0,0,0,0,1861,0,2,3,0,1,0,0,0,1,0,0,61,0,0,1,1,2,1,0,0,0
824,0,33,4,0,0,1,1,0,0,437,0,2,1,1,0,0,0,1,2,0,0,37,0,0,1,1,2,1,1,0,1
825,3,36,2,0,0,0,0,0,0,3817,0,2,2,0,1,0,0,0,4,0,1,26,0,0,0,1,2,1,1,0,1
826,3,24,2,1,0,1,1,0,0,874,1,1,2,0,0,0,0,0,2,0,0,51,0,0,1,1,1,1,0,0,1
827,0,34,2,0,0,0,0,0,0,779,0,3,2,0,0,0,0,1,2,0,0,37,0,0,1,1,1,2,0,0,1
828,0,10,4,1,0,0,0,0,0,792,0,3,3,0,1,0,0,0,4,0,1,32,0,1,1,1,2,1,0,1,1
829,0,9,2,1,0,0,0,0,0,2845,0,4,3,0,1,0,0,0,2,0,0,42,0,0,0,1,2,2,1,0,1
830,0,36,2,0,0,0,0,0,0,2164,1,1,3,0,0,0,0,0,1,0,0,16,0,1,0,1,2,1,0,0,0
831,0,19,0,0,1,0,0,0,0,6963,0,2,2,0,0,0,0,0,2,0,0,28,0,0,0,1,2,1,0,0,1
832,0,17,2,0,0,0,0,0,0,828,0,3,2,0,1,0,0,0,3,1,0,28,0,0,1,2,2,1,0,0,1
833,0,6,2,1,0,1,1,0,0,647,0,3,0,0,0,0,0,0,2,1,0,36,0,0,1,1,2,1,0,0,0
834,1,39,2,0,0,0,1,0,0,6546,4,3,4,0,0,0,0,0,4,1,0,30,0,0,1,1,3,1,0,0,0
835,2,24,4,0,0,0,1,0,0,2147,0,4,0,0,0,0,0,0,4,0,1,39,0,0,1,1,1,1,0,0,0
836,0,37,0,0,0,1,0,0,1,3332,4,1,3,0,0,0,0,0,4,0,0,28,1,0,0,1,2,1,1,0,0
837,3,17,4,0,0,0,0,0,0,9999999,1,0,1,0,1,0,0,0,4,1,0,999,0,0,1,1,1,1,1,0,1
838,3,30,3,0,0,0,0,0,0,1646,1,4,2,0,1,1,0,0,4,0,0,41,0,0,1,1,2,1,1,0,1
839,3,49,2,0,1,0,0,0,0,12582,4,2,3,0,1,0,0,0,4,0,0,33,0,0,1,2,2,2,1,0,1
840,3,18,4,0,0,0,0,1,0,644,0,4,3,0,1,0,0,0,4,0,1,65,0,0,0,1,2,1,0,0,1
841,3,22,4,0,0,0,1,0,0,1260,0,4,3,0,1,0,0,0,2,1,0,34,0,0,1,1,1,1,0,0,1
842,2,23,4,0,0,0,0,0,0,4655,0,3,3,0,0,0,0,0,4,1,0,37,0,0,1,1,3,1,1,0,1
843,3,12,4,0,0,0,1,0,0,2035,0,2,3,0,1,0,0,0,4,0,0,29,1,1,1,1,2,1,1,0,1
844,2,26,2,0,0,0,1,0,0,3153,0,3,2,0,0,1,0,0,3,0,0,27,0,0,1,2,2,1,1,0,0
845,1,40,2,0,0,0,0,0,1,2623,0,3,3,0,0,0,0,0,1,0,0,37,1,0,1,1,2,1,0,0,1
846,1,22,4,0,0,0,0,0,1,3222,3,2,2,0,1,0,0,0,2,0,0,22,0,0,1,2,3,1,0,0,1
847,0,10,2,0,0,1,1,0,0,1092,0,2,1,0,0,0,0,0,2,0,0,23,0,0,0,1,2,1,1,0,1
848,3,12,4,1,0,0,1,0,0,697,2,1,3,0,1,0,0,0,2,0,0,62,0,0,1,1,1,1,0,0,1
849,0,23,2,0,0,1,0,0,0,2356,1,2,2,0,1,0,0,0,4,0,1,33,0,0,0,1,2,2,0,0,0
850,0,46,2,1,0,0,0,0,1,3439,0,2,2,0,0,0,1,0,4,0,0,25,0,1,0,1,2,1,1,0,0
851,3,30,2,0,0,0,0,0,0,2790,0,0,2,0,1,0,0,0,2,0,1,23,0,0,1,1,2,1,1,0,0
852,1,22,1,0,0,0,0,0,0,,0,2,3,0,1,0,1,0,3,0,0,35,0,0,1,1,2,1,1,0,1
853,3,22,2,1,0,0,0,0,0,1347,4,4,3,0,1,0,0,0,1,0,0,38,0,0,1,1,1,1,1,0,1
854,1,19,2,1,0,1,0,0,0,2779,4,4,1,0,0,0,0,0,4,0,0,24,0,0,1,1,3,2,1,0,0
855,3,6,2,0,0,0,0,0,0,2021,3,4,3,0,1,0,0,0,2,1,0,59,1,0,1,1,2,2,1,0,1
856,0,55,2,0,1,0,1,0,1,3684,1,0,1,0,1,0,0,0,2,0,1,46,0,0,1,1,2,1,1,0,1
857,0,43,1,0,0,0,0,0,0,7721,0,2,3,0,1,0,0,0,4,0,1,26,0,0,0,1,2,1,0,0,0
858,1,8,2,0,0,0,0,0,0,1421,4,4,3,0,0,0,0,0,4,1,0,39,0,1,1,1,2,1,0,1,1
859,1,8,4,0,0,0,1,0,0,3304,1,4,4,0,0,1,0,0,4,0,0,34,0,0,1,1,2,1,0,0,1
860,3,21,4,1,1,0,0,0,0,2402,2,2,4,0,1,0,0,0,4,1,0,32,0,0,1,1,3,1,1,0,0
861,1,22,2,1,0,0,0,0,0,2677,0,1,3,0,0,0,1,0,1,1,0,30,0,0,1,1,1,1,0,0,1
862,0,19,4,1,0,0,0,0,0,1737,0,2,1,0,0,0,0,0,1,0,0,21,0,0,1,1,,1,0,0,1
863,0,26,2,1,0,0,0,0,0,1996,0,1,2,0,1,0,0,0,4,0,0,43,0,0,1,1,2,1,0,0,0
864,3,23,3,0,1,0,1,0,0,7729,2,2,1,0,0,0,0,0,4,0,0,35,0,1,1,1,1,1,0,0,1
865,3,12,2,0,0,0,0,0,0,4792,0,1,1,1,0,0,0,0,1,1,0,28,0,0,1,1,1,1,0,0,0
866,2,12,2,0,0,0,1,0,0,1301,4,4,3,0,0,0,0,0,2,1,0,61,0,0,1,2,1,1,0,1,1
867,1,24,2,1,0,0,1,0,0,2408,4,1,3,0,0,0,0,0,4,0,0,33,0,1,1,1,2,1,1,0,1
868,3,11,4,0,0,0,1,0,0,1106,4,4,3,0,1,0,0,0,2,1,0,51,1,0,1,2,2,1,1,0,1
869,0,25,2,0,0,0,0,0,0,2934,1,1,2,0,1,0,0,0,4,0,1,20,0,1,0,1,2,1,0,0,0
870,0,9,2,0,0,0,0,0,0,2587,0,1,3,0,0,0,0,0,4,1,0,21,0,1,0,1,1,1,0,0,0
871,3,24,4,0,0,0,0,0,0,1653,1,2,1,0,0,0,0,0,1,0,0,61,1,0,0,1,2,1,1,0,1
872,3,10,2,0,0,0,0,0,0,3199,0,4,3,0,1,0,0,0,3,0,0,35,0,0,1,1,2,1,0,0,1
873,3,39,2,1,0,0,0,0,0,-4,0,2,3,1,0,1,0,0,2,0,0,40,0,0,1,1,2,1,0,1,1
874,1,10,2,0,0,0,1,0,0,2994,4,4,3,0,1,0,0,1,2,0,0,37,0,0,1,1,2,1,0,0,1
875,0,13,2,0,0,0,0,0,0,2479,0,2,3,0,0,0,0,0,3,0,0,21,0,1,0,1,2,1,0,0,0
876,1,32,2,1,0,0,0,0,0,9999999,0,2,1,0,0,0,0,1,1,1,0,35,0,0,1,1,2,1,0,0,1
877,3,49,4,0,0,0,0,0,0,4848,0,0,2,1,0,0,0,0,2,0,0,29,0,0,1,1,2,1,0,0,1
878,1,41,2,0,1,0,0,0,0,9455,0,3,0,0,1,0,0,0,4,0,0,39,0,0,1,3,3,1,1,0,1
879,1,27,0,0,0,0,0,0,0,6321,4,2,3,0,1,0,0,0,4,0,1,28,1,0,1,1,,1,1,0,0
880,1,11,2,0,0,0,0,0,0,1353,1,1,2,0,0,0,0,0,1,0,0,21,0,0,1,1,2,1,0,0,0
881,0,53,2,0,0,0,0,0,0,886,0,1,4,0,0,0,0,0,3,1,0,25,0,1,0,1,2,1,0,0,0
882,3,24,2,0,0,0,0,0,0,15381,3,3,1,0,1,0,0,0,4,0,0,28,0,1,0,1,2,1,0,0,1
883,0,18,2,1,0,0,0,0,0,838,0,1,3,0,0,0,0,0,4,0,0,38,0,1,0,1,2,1,0,0,0
884,1,9,0,0,0,0,0,0,0,955,4,1,3,0,1,0,1,0,4,0,0,22,0,0,0,1,2,1,0,0,0
885,3,14,2,1,0,0,0,1,0,3297,0,1,4,0,0,0,0,0,2,0,0,26,0,1,0,2,1,1,0,0,1
886,3,23,2,0,0,0,0,0,0,9999999,2,2,2,0,0,1,0,0,4,0,0,28,0,1,0,1,1,1,1,0,1
887,3,17,2,0,0,0,0,0,0,2499,0,2,2,0,0,0,0,0,2,1,0,42,0,0,1,2,2,1,0,0,1
888,3,11,4,0,0,0,1,0,0,971,0,3,3,0,1,0,0,0,4,1,0,27,0,0,1,1,1,2,0,0,1
889,3,10,4,1,0,0,1,0,0,987,3,4,3,0,1,0,0,0,2,0,0,32,0,0,1,1,2,1,1,0,1
890,0,13,2,0,0,0,1,0,0,8792,0,4,3,0,1,0,0,0,2,0,0,30,0,0,1,2,2,2,1,0,1
891,1,22,4,1,0,0,1,0,0,2006,0,2,3,0,1,0,0,0,2,1,0,34,0,0,1,2,2,1,0,0,1
892,1,30,2,0,0,1,0,0,0,5043,0,2,1,0,1,0,0,0,2,0,0,22,0,0,1,1,2,1,1,0,1
893,3,35,4,0,1,0,1,,0,728,3,2,2,0,1,0,0,0,2,0,0,35,1,0,1,1,2,1,1,0,1
894,3,8,2,0,0,0,1,0,0,5582,0,2,3,0,0,0,1,0,1,0,0,24,1,0,1,1,1,1,0,0,1
895,0,10,2,0,0,0,1,0,0,3356,1,2,4,0,0,0,0,0,2,1,0,25,0,1,0,1,2,1,0,0,1
896,1,22,4,0,0,1,0,0,0,5449,4,3,2,0,1,0,0,0,1,0,0,34,0,0,1,1,2,1,0,0,0
897,3,13,4,1,0,0,0,0,0,1085,0,2,4,0,0,1,0,0,2,0,0,34,0,0,1,1,2,1,0,0,1
898,1,43,2,0,0,0,0,0,0,10326,0,4,3,0,1,0,0,0,4,0,0,35,0,0,1,1,3,1,1,0,0
899,3,23,3,0,1,0,0,0,0,4241,4,3,2,0,1,0,0,0,2,0,0,35,1,0,1,1,2,1,0,0,1
900,3,32,0,0,1,0,0,1,1,4866,1,0,1,0,1,0,0,0,4,0,0,31,1,0,0,1,3,1,1,0,0
901,0,39,2,0,0,0,0,0,1,12072,0,3,2,0,1,0,0,0,4,0,0,28,0,0,0,1,2,1,1,0,0
902,3,22,2,0,0,0,0,0,0,1217,4,4,1,0,0,0,0,0,4,0,0,37,0,0,0,1,2,1,1,0,1
903,3,12,4,0,1,0,1,0,0,2498,0,4,2,0,0,1,0,0,4,0,1,38,0,0,1,3,3,1,1,0,0
904,3,24,2,0,0,0,1,0,0,2097,2,2,3,0,1,1,0,0,4,0,0,66,0,0,1,1,2,1,0,0,1
905,0,17,2,0,0,1,1,0,0,1441,2,1,1,0,0,0,0,0,3,0,0,22,0,0,1,1,1,1,0,0,1
906,0,13,4,0,0,0,0,1,0,1725,0,4,3,0,1,0,0,0,4,0,0,36,1,0,1,1,1,2,0,0,1
907,1,23,2,1,0,0,0,0,0,1060,2,2,3,0,0,0,0,0,4,0,0,25,0,0,1,1,2,2,0,0,0
908,3,44,4,0,1,1,0,0,0,7817,0,3,2,0,1,0,0,0,4,0,1,33,0,0,1,1,2,1,1,0,1
909,2,18,2,0,0,1,0,0,0,1988,1,4,3,0,0,0,0,0,3,1,0,33,1,1,1,1,1,1,1,0,1
910,0,21,2,0,0,1,0,0,0,1406,0,1,2,0,1,0,0,0,2,0,0,21,0,0,1,1,2,1,0,0,1
911,0,15,2,1,0,1,0,0,0,1103,0,1,0,0,0,1,0,0,4,0,0,22,0,1,0,1,1,1,0,1,0
912,3,23,2,0,0,0,0,0,0,12563,0,0,2,0,1,0,0,0,1,0,0,23,0,0,0,1,2,2,0,0,0
913,0,13,2,0,0,1,0,0,0,1024,0,2,3,0,0,1,0,0,1,0,0,23,0,1,1,1,2,1,0,0,1
914,1,10,2,0,0,0,1,0,0,774,2,4,3,0,0,0,0,0,4,0,0,60,0,0,1,2,1,1,0,0,1
915,2,13,4,0,0,0,0,0,0,3205,1,4,3,0,1,0,0,1,4,0,1,36,1,0,1,1,1,2,0,0,1
916,0,11,2,1,0,1,0,0,0,966,0,2,3,0,0,0,0,1,4,1,0,24,0,1,1,1,2,1,0,0,1
917,3,22,2,0,0,0,0,0,0,2824,0,0,1,0,1,0,1,0,2,0,0,30,0,0,1,1,2,1,0,0,1
918,3,6,2,1,0,1,1,0,0,2912,2,2,3,0,0,0,0,0,3,0,0,29,0,0,0,1,2,1,0,1,1
919,1,42,1,0,0,0,0,0,0,4016,0,2,2,0,1,0,0,0,1,0,0,44,0,0,1,1,2,1,1,1,1
920,0,10,2,0,0,0,0,0,0,2403,1,2,2,0,0,1,0,0,4,0,0,22,0,0,1,1,0,1,1,0,1
921,1,34,2,0,0,0,1,0,0,3987,1,2,2,0,0,0,0,0,2,0,0,28,0,0,1,1,0,2,1,0,0
922,3,8,2,1,0,0,0,0,0,3909,2,4,3,0,1,0,0,0,2,1,0,32,0,0,1,1,2,1,0,0,1
923,0,22,4,1,0,0,0,0,1,6599,0,3,4,0,1,0,0,0,4,1,0,61,0,0,1,1,2,2,1,0,1
924,3,11,3,0,0,1,0,0,1,1994,4,4,2,0,0,0,0,0,4,0,0,24,0,0,1,1,2,1,1,0,1
925,1,36,2,1,0,0,0,0,0,5487,2,1,1,0,1,1,0,0,2,0,0,54,0,0,0,1,3,1,1,0,1
926,0,7,2,0,0,0,0,,0,1728,0,0,3,0,0,0,0,0,3,0,0,24,0,0,1,1,2,1,1,0,1
927,1,16,2,0,0,0,0,0,0,1956,0,2,2,0,0,0,0,0,4,0,1,21,0,1,0,1,2,1,1,0,0
928,0,24,2,0,0,1,1,0,0,1684,4,3,3,0,1,0,0,0,4,0,0,37,0,0,1,1,2,1,0,0,0
929,2,40,2,1,0,1,0,0,0,3111,0,1,1,0,1,1,0,0,2,0,0,29,1,0,1,1,3,1,1,0,0
930,3,56,4,0,0,0,0,0,0,2844,2,4,3,0,0,0,0,0,1,0,0,28,0,0,1,1,3,1,1,0,1
931,1,18,2,0,0,1,0,0,0,9999999,0,3,1,0,1,0,1,0,4,0,0,39,1,0,1,1,2,1,1,0,1
932,0,42,2,1,0,0,0,0,0,9001,4,1,2,0,1,0,0,0,2,0,0,20,0,1,0,1,2,1,0,0,1
933,1,11,2,0,0,1,0,0,0,6465,0,1,3,0,0,0,0,0,1,1,0,21,0,0,1,1,2,1,0,0,0
934,1,24,1,1,0,0,0,0,0,2559,0,1,3,0,0,1,0,0,4,1,0,28,0,0,1,1,3,1,0,0,1
935,3,14,2,1,0,0,0,1,0,1504,0,4,3,0,1,0,0,0,2,0,0,40,0,0,1,1,2,2,0,0,1
936,3,48,4,0,0,0,0,0,0,1801,3,4,4,0,0,0,0,0,1,0,0,34,1,0,1,2,2,1,0,0,1
937,3,28,3,0,0,0,0,0,0,5151,4,4,2,0,1,0,0,0,4,0,1,45,1,0,1,3,3,2,1,0,0
938,3,15,2,1,0,1,0,0,0,2060,1,4,2,0,0,0,0,0,4,0,0,20,0,1,0,1,2,1,0,0,1
939,3,11,2,0,0,0,0,0,0,1387,4,2,3,1,0,0,0,0,4,0,0,43,0,0,1,1,2,1,0,0,1
940,1,48,4,1,0,0,0,0,0,4542,0,4,3,0,0,0,1,0,3,1,0,38,0,0,1,1,2,1,0,0,1
941,0,40,2,1,1,0,0,0,0,8084,0,2,2,0,0,0,1,0,4,1,0,19,1,0,0,1,2,1,0,0,0
942,1,17,2,1,0,0,0,0,0,1307,1,1,2,0,1,0,0,0,2,0,0,25,1,0,1,1,3,1,1,0,1
